 	 192.168.18.13's load  	 192.168.18.12's load  	 192.168.18.11's load  	 192.168.18.10's load  	 192.168.18.9's load  	 192.168.18.8's load  	 192.168.18.7's load  	 192.168.18.6's load  	 192.168.18.5's load  	 192.168.18.4's load  	 192.168.18.3's load  	 192.168.18.2's load  	 192.168.18.1's load  	 192.168.18.0's load 
21:43:59 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:44:00 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:44:01 	 0.0	 0.0	 0.0	 0.0	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:44:02 	 0.0	 0.0	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:44:03 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:44:04 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.88790246103457
21:44:05 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 0.0	 0.0	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:06 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 0.0	 0.0	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:07 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.94551344273018	 1.74260195926525	 4.11604855475585	 2.17260162350075	 3.71500503603953	 2.39012566381845	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:08 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 0.0	 1.74260195926525	 6.73684963779548	 5.00778643856786	 3.71500503603953	 2.39012566381845	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:09 	 3.66999869418074	 1.60828387636075	 3.00718964180356	 3.22797879879998	 3.83509926915227	 6.73684963779548	 2.83518481506711	 3.71500503603953	 2.39012566381845	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:10 	 3.66999869418074	 4.68428160203822	 6.96446845019274	 3.22797879879998	 3.83509926915227	 6.73684963779548	 2.83518481506711	 3.71500503603953	 2.39012566381845	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.88790246103457
21:44:11 	 6.48588779416415	 4.68428160203822	 3.95727880838918	 3.22797879879998	 2.09249730988702	 2.62080108303963	 2.83518481506711	 3.71500503603953	 2.39012566381845	 2.77224967580238	 2.85571835021025	 1.86413667140682	 2.50814236207776	 2.94884212648343
21:44:12 	 6.48588779416415	 4.68428160203822	 3.95727880838918	 3.22797879879998	 2.09249730988702	 2.62080108303963	 2.83518481506711	 3.71500503603953	 2.39012566381845	 2.77224967580238	 0.0	 4.76257659108452	 6.48201421392016	 2.94884212648343
21:44:13 	 6.48588779416415	 3.07599772567746	 3.95727880838918	 3.22797879879998	 2.09249730988702	 2.62080108303963	 2.83518481506711	 3.71500503603953	 2.39012566381845	 6.65582498113232	 3.46578794206986	 4.76257659108452	 6.48201421392016	 2.94884212648343
21:44:14 	 2.81588909998341	 3.07599772567746	 3.95727880838918	 3.22797879879998	 2.09249730988702	 0.0	 2.83518481506711	 6.97089550170698	 6.04081990842502	 6.65582498113232	 3.46578794206986	 4.76257659108452	 3.9738718518424	 2.94884212648343
21:44:15 	 2.81588909998341	 3.07599772567746	 3.95727880838918	 0.0	 2.09249730988702	 2.77214413738335	 2.82162802949394	 6.97089550170698	 6.04081990842502	 3.88357530532994	 3.46578794206986	 4.76257659108452	 3.9738718518424	 2.94884212648343
21:44:16 	 2.81588909998341	 0.0	 0.0	 3.20322955813679	 5.71779334839819	 2.77214413738335	 2.82162802949394	 6.97089550170698	 6.04081990842502	 3.88357530532994	 3.46578794206986	 1.86413667140682	 3.9738718518424	 2.94884212648343
21:44:17 	 2.81588909998341	 1.39565578058047	 2.23175704617841	 3.20322955813679	 5.71779334839819	 2.77214413738335	 2.82162802949394	 6.97089550170698	 6.04081990842502	 3.88357530532994	 3.46578794206986	 1.86413667140682	 3.9738718518424	 0.0
21:44:18 	 5.76818165987088	 1.39565578058047	 2.23175704617841	 3.20322955813679	 5.71779334839819	 2.77214413738335	 2.82162802949394	 6.97089550170698	 3.65069424460657	 3.88357530532994	 3.46578794206986	 0.0	 0.0	 4.12779153320501
21:44:19 	 2.95229255988747	 1.39565578058047	 2.23175704617841	 3.20322955813679	 5.71779334839819	 2.77214413738335	 2.82162802949394	 3.25589046566745	 3.65069424460657	 3.88357530532994	 3.46578794206986	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:20 	 2.95229255988747	 1.39565578058047	 2.23175704617841	 3.20322955813679	 5.71779334839819	 2.77214413738335	 2.82162802949394	 3.25589046566745	 3.65069424460657	 6.76035461846938	 5.99353131651489	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:21 	 2.95229255988747	 0.0	 2.23175704617841	 3.20322955813679	 3.62529603851117	 2.77214413738335	 0.0	 5.91421105321403	 7.6728319235079	 2.87677931313944	 5.99353131651489	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:22 	 2.95229255988747	 0.0	 2.23175704617841	 3.20322955813679	 3.62529603851117	 2.63949867987454	 1.90875472490452	 5.91421105321403	 7.6728319235079	 2.87677931313944	 5.99353131651489	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:23 	 2.95229255988747	 0.0	 2.23175704617841	 5.45874343038025	 6.58693128059652	 2.63949867987454	 1.90875472490452	 5.91421105321403	 7.6728319235079	 2.87677931313944	 5.99353131651489	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:24 	 0.0	 2.3873599818128	 5.4467434615295	 5.45874343038025	 6.58693128059652	 2.63949867987454	 1.90875472490452	 5.91421105321403	 4.02213767890133	 2.87677931313944	 5.99353131651489	 3.80984274258559	 3.16013312874956	 4.12779153320501
21:44:25 	 2.95723336321524	 2.3873599818128	 5.4467434615295	 5.45874343038025	 2.96163524208535	 2.63949867987454	 1.90875472490452	 5.91421105321403	 4.02213767890133	 2.87677931313944	 2.52774337444504	 3.80984274258559	 3.16013312874956	 6.83585423774282
21:44:26 	 2.95723336321524	 2.3873599818128	 5.4467434615295	 5.45874343038025	 2.96163524208535	 2.63949867987454	 1.90875472490452	 5.91421105321403	 4.02213767890133	 2.87677931313944	 2.52774337444504	 0.0	 5.31863219015858	 2.7080627045378
21:44:27 	 2.95723336321524	 2.3873599818128	 5.4467434615295	 2.25551387224345	 2.96163524208535	 2.63949867987454	 1.90875472490452	 5.91421105321403	 4.02213767890133	 2.87677931313944	 3.99599826045992	 3.99942252810316	 5.31863219015858	 2.7080627045378
21:44:28 	 2.95723336321524	 2.3873599818128	 5.4467434615295	 2.25551387224345	 2.96163524208535	 2.63949867987454	 1.90875472490452	 2.65832058754659	 7.20906828223032	 5.32079154829822	 3.99599826045992	 3.99942252810316	 5.31863219015858	 2.7080627045378
21:44:29 	 2.95723336321524	 2.3873599818128	 3.21498641535109	 2.25551387224345	 2.96163524208535	 2.63949867987454	 3.82136685965869	 6.00182645337278	 7.20906828223032	 5.32079154829822	 3.99599826045992	 3.99942252810316	 5.31863219015858	 2.7080627045378
21:44:30 	 2.95723336321524	 0.0	 3.21498641535109	 2.25551387224345	 4.98684142523892	 4.84122474311355	 3.82136685965869	 6.00182645337278	 7.20906828223032	 2.44401223515879	 3.99599826045992	 3.99942252810316	 2.15849906140902	 2.7080627045378
