 	 192.168.18.13's load  	 192.168.18.12's load  	 192.168.18.11's load  	 192.168.18.10's load  	 192.168.18.9's load  	 192.168.18.8's load  	 192.168.18.7's load  	 192.168.18.6's load  	 192.168.18.5's load  	 192.168.18.4's load  	 192.168.18.3's load  	 192.168.18.2's load  	 192.168.18.1's load  	 192.168.18.0's load 
21:18:25 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:18:26 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:18:27 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:18:28 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
21:18:29 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.49907700889832
21:18:30 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.60777909118665	 2.49907700889832
21:18:31 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 10.560798101289	 2.49907700889832
21:18:32 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.22788259181157	 10.560798101289	 2.49907700889832
21:18:33 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:34 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.96872442254729	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:35 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 10.3042409258245	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:36 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.25842000541311	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:37 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 10.1274001452138	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:38 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 2.9172047774689	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:39 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:40 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 6.4171516623247	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:41 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:42 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45130218753217	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:43 	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 10.8257967316327	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:44 	 0.0	 0.0	 0.0	 0.0	 0.0	 5.52507885401532	 10.8257967316327	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:45 	 0.0	 0.0	 0.0	 0.0	 0.0	 10.5183399971128	 10.8257967316327	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
21:18:46 	 0.0	 0.0	 0.0	 0.0	 6.27987817359443	 10.5183399971128	 10.8257967316327	 14.1236021572146	 10.2442571620995	 12.4286444517407	 13.1261162491204	 9.34602200051398	 10.560798101289	 2.49907700889832
